video,status,npz_files,total_wall_s,gpu_util_max,gpu_util_mean,gpu_util_p95,gpu_mem_peak_mib,gpu_mem_mean_mib,gpu_samples
6L6yDJrDydY,complete,8,310.3,55.0,0.6,2.0,2891.0,2550.2,291
6LwVPp7gDbw,complete,8,555.6,100.0,1.9,9.0,3262.0,2689.1,517
6MWLncc3BQk,complete,8,355.7,100.0,9.7,61.0,2944.0,2514.1,322
6MqwdmnCRuw,complete,8,320.7,100.0,6.7,49.0,3203.0,2529.3,295
6NGx436kJ2c,complete,8,176.4,100.0,1.5,6.0,2891.0,2555.2,166
6NMemMcP0G8,complete,8,372.7,100.0,2.4,9.0,3262.0,2631.2,348
6NWaxEks2dg,complete,8,482.3,100.0,2.3,12.0,2891.0,2629.9,453
6NlzjzH4ZUc,complete,8,368.7,100.0,3.1,11.0,3262.0,2648.9,348
6OJkMpza7lI,complete,8,358.2,100.0,2.5,7.0,3262.0,2601.2,336
6OsNI3rwi6o,complete,8,602.0,100.0,6.7,46.0,2944.0,2528.7,543
6PNPx0koe2E,complete,8,311.6,100.0,7.6,48.0,2944.0,2518.0,286
6Q-1H78LrAM,complete,8,200.2,100.0,1.7,6.0,2891.0,2562.9,188
6QLbaRLs23w,complete,8,219.5,33.0,0.5,1.0,4004.0,2600.6,205
6QTej3AYE5k,complete,8,434.2,100.0,4.6,30.0,3558.0,2508.6,393
6SI2vtm8HuQ,complete,8,171.6,100.0,5.2,22.0,3033.0,2501.0,159
6SjQ0y6xvOI,complete,7,366.2,100.0,3.7,16.0,2944.0,2512.4,372
6TS1BWgo8No,complete,8,375.4,100.0,1.9,5.0,3262.0,2622.5,352
6UDMPOhbqc8,complete,8,532.5,100.0,1.6,6.0,3633.0,2627.0,490
6UHYu-Ru-Z4,complete,8,197.2,100.0,4.4,10.0,3169.0,2495.3,186
6UV3HBBvLRU,complete,8,299.5,100.0,10.4,53.0,3203.0,2516.1,275
6UsXI4TGu20,complete,8,206.8,55.0,1.2,4.0,3633.0,2635.5,194
6VKrB1PYsS8,complete,8,446.9,100.0,0.6,1.0,2891.0,2546.7,421
6WC-RScdfOI,complete,8,443.0,100.0,2.6,11.0,3262.0,2656.1,416
6Wk_rydOz6Y,complete,8,167.9,100.0,6.7,46.0,2685.0,2455.7,159
6YT7lNyq-dg,complete,8,343.8,100.0,7.5,49.0,2944.0,2524.5,315
6YkUMFM5TkU,complete,8,421.6,99.0,2.2,5.0,3262.0,2636.1,394
6YxK7oxGOAk,complete,8,323.9,60.0,1.3,5.0,3633.0,2584.5,305
6_jdzEelwo8,complete,8,443.1,53.0,0.4,2.0,2891.0,2547.9,415
6_xTuglR48Q,complete,8,182.1,100.0,7.1,49.0,2685.0,2511.3,170
6bcbBqGoYTg,complete,8,453.7,100.0,5.5,37.0,3203.0,2513.3,411
6c7mRcOhDVk,complete,8,348.6,100.0,2.3,11.0,4004.0,2703.1,327
6cSB4qB2RwI,complete,8,210.3,100.0,5.6,43.0,2944.0,2518.5,192
6cYfrYngRRI,complete,8,370.4,55.0,1.5,5.0,3262.0,2613.0,347
6cbnLW4U1lA,complete,8,360.4,83.0,2.1,11.0,3262.0,2616.3,338
6eFeLrnigaE,complete,8,355.7,100.0,2.2,2.0,2891.0,2641.5,336
6eIqvNYRqtw,complete,8,310.1,55.0,0.6,2.0,2891.0,2553.9,294
6euBYh-9nFI,complete,8,329.7,100.0,7.2,46.0,2794.0,2504.7,300
6fgm7g8EplU,complete,8,196.6,10.0,0.1,0.0,2891.0,2532.2,186
6frXuvc2KvM,complete,8,195.5,33.0,0.5,2.0,2891.0,2557.1,185
6gFf5vJRIBM,complete,8,199.4,100.0,6.0,36.0,2944.0,2556.6,185
6gLOtlRFwyc,complete,8,320.5,100.0,3.3,12.0,3262.0,2617.9,301
6gRxPZG9jYQ,complete,8,197.2,100.0,2.0,3.0,3262.0,2573.1,186
6guhWl4Wto4,complete,8,321.4,100.0,6.8,46.0,2944.0,2506.3,297
6hd0DH4bqcM,complete,8,245.3,99.0,3.0,11.0,3262.0,2546.2,231
6iPPIDDI4tE,complete,8,169.4,100.0,7.3,46.0,3053.0,2552.8,152
6jDXF95oGoQ,complete,8,205.6,95.0,6.8,48.0,2944.0,2478.1,190
6jVbNmGHN90,complete,8,398.3,99.0,2.0,7.0,2891.0,2561.8,372
6kBvrldSzcA,complete,8,211.1,100.0,2.5,6.0,3633.0,2614.8,200
6kJtun-iiYw,complete,8,204.9,100.0,6.0,40.0,2685.0,2485.0,190
6mlou7Vu6fY,complete,8,315.3,100.0,1.9,5.0,3262.0,2582.9,297
6ntyf_DMb_g,complete,8,278.4,100.0,7.2,41.0,2944.0,2512.1,257
6oDJsI0tPTk,complete,8,410.6,100.0,8.5,62.0,3570.0,2609.9,359
6pE1Jiy3ias,complete,8,272.6,100.0,1.5,5.0,3262.0,2586.3,256
6pnp30GqLaw,complete,8,197.4,100.0,3.0,7.0,3262.0,2635.5,187
6qaa5-reSoA,complete,8,192.5,93.0,4.0,24.0,2944.0,2476.7,176
6rEAZtc6LeM,complete,8,197.2,66.0,2.2,17.0,3262.0,2572.5,185
6s2KAZ1J718,complete,8,272.0,99.0,2.6,11.0,2891.0,2561.0,257
6ssz0vhJHUs,complete,8,186.5,100.0,1.8,2.0,2891.0,2596.3,175
6tFEOkAmXig,complete,8,188.6,88.0,1.8,4.0,2891.0,2634.5,178
6tx1cxbMzE0,complete,8,358.6,100.0,2.0,6.0,2891.0,2571.7,336
6uQEk8qq3Qc,complete,8,349.7,100.0,2.3,11.0,4004.0,2703.1,327
6x8tGHUUV70,complete,8,326.5,87.0,1.8,11.0,2891.0,2625.7,308
6xIHbRvvDjo,complete,8,191.9,59.0,2.6,23.0,2891.0,2588.3,180
6xKo9WSBDh8,complete,8,249.0,92.0,5.7,49.0,3203.0,2582.5,211
6y7VUz5kUtk,complete,8,381.6,99.0,0.4,2.0,2891.0,2554.1,359
6yvntF8OK2U,complete,8,425.4,100.0,7.7,49.0,3326.0,2532.7,376
6zKor7MOozA,complete,8,279.5,100.0,8.8,52.0,2685.0,2486.4,256
6zYPB5E2e3c,complete,8,139.0,100.0,8.7,59.0,3246.0,2471.2,131
7-0AiXPyFeQ,complete,7,314.4,100.0,5.8,51.0,2876.0,2486.6,339
7-4VIRcukxw,complete,8,189.4,80.0,3.2,14.0,2685.0,2487.5,177
7-MPEmC24zY,complete,8,220.1,18.0,0.9,4.0,3262.0,2631.5,207
7-_Oc-0vcy4,complete,8,217.6,100.0,2.1,10.0,3196.0,2594.9,205
71Gjg4ib5B4,complete,8,406.0,100.0,2.4,10.0,3262.0,2626.7,382
71Hl0nk6o4o,complete,8,147.2,100.0,4.7,31.0,2760.0,2506.5,162
71Wdi64h2zU,complete,8,335.8,100.0,1.8,6.0,3078.0,2596.5,316
723RZxnDWKE,complete,8,332.4,86.0,3.4,16.0,3169.0,2502.5,221
72amlB2W4ZQ,complete,8,461.2,100.0,2.9,13.0,2891.0,2639.3,435
72gNZp5muP8,complete,8,420.0,62.0,1.6,4.0,2891.0,2609.0,395
72z0J68AyZ4,complete,8,339.1,100.0,1.3,4.0,3633.0,2603.6,318
73B7DUxL474,complete,10,252.9,100.0,4.3,17.0,3025.0,2516.0,262
74vkGl-QwWw,complete,8,205.8,100.0,2.0,2.0,2891.0,2545.9,194
75VY-ZLhf8o,complete,8,182.2,100.0,5.5,28.0,2944.0,2550.3,167
761mJlkExyc,complete,8,192.3,100.0,4.4,21.0,3203.0,2486.2,180
76gHyKm1ygY,complete,8,311.3,100.0,4.5,13.0,3055.0,2516.3,287
76nvm6Mf4Lc,complete,8,538.8,100.0,5.7,47.0,2944.0,2503.6,453
76wAEJOdBq8,complete,8,437.0,100.0,3.9,25.0,3262.0,2645.9,410
7749Mssjo-Q,complete,8,211.5,100.0,2.3,6.0,4004.0,2628.9,195
774qqpviyJg,complete,8,248.2,100.0,7.2,39.0,2944.0,2523.4,229
776M16aPyxk,complete,8,258.3,100.0,8.1,46.0,2944.0,2517.0,239
78NdWjrf4Aw,complete,8,519.5,100.0,5.1,44.0,2944.0,2500.0,468
78u_auDGxV8,complete,8,205.9,100.0,1.4,10.0,3262.0,2593.3,193
790ZmT6XAFs,complete,8,326.4,100.0,1.9,5.0,3262.0,2613.2,307
79edBQ75fQw,complete,8,322.1,100.0,8.8,52.0,3203.0,2529.8,293
7AOUtM_wccs,complete,8,320.5,59.0,2.5,12.0,3262.0,2609.6,298
7As5lQfHJhc,complete,8,390.2,100.0,2.6,11.0,3262.0,2594.6,365
7BNlf7lI4lI,complete,8,259.6,61.0,0.8,2.0,3262.0,2649.4,242
7DyixtvAXkQ,complete,8,417.4,100.0,7.0,47.0,2944.0,2483.4,386
7EdimLcV99M,complete,8,342.0,100.0,8.5,49.0,2944.0,2525.0,314
7Fkoa9iBS70,complete,8,376.5,100.0,1.9,6.0,3262.0,2630.8,354
7HWEyIC7xoM,complete,8,296.0,100.0,5.6,36.0,2944.0,2518.2,277
7Hg2HhwybWw,complete,8,420.1,84.0,1.8,7.0,3262.0,2624.4,393
7Iwsi9DZvVQ,complete,8,500.1,100.0,0.9,2.0,2891.0,2544.5,471
7IxMAdowRII,complete,8,203.9,100.0,3.3,4.0,3262.0,2621.5,192
7JeDWi11aqM,complete,8,467.3,55.0,1.9,11.0,3633.0,2654.9,435
7K0VQphXgYM,complete,8,213.6,100.0,2.6,10.0,3633.0,2571.4,201
7KCTZI5hc3w,complete,8,327.6,55.0,1.7,5.0,3262.0,2666.8,308
7KHhSiUNt0k,complete,8,420.9,96.0,2.7,21.0,4004.0,2677.6,389
7KU_Dzj46LI,complete,8,327.3,86.0,3.4,16.0,3149.0,2503.1,216
7KZ3IObY_ls,complete,8,250.9,100.0,6.6,45.0,2685.0,2510.3,232
7KyJSsAfA50,complete,8,224.8,100.0,1.8,2.0,3262.0,2579.5,212
7LOmg9luYBs,complete,8,352.3,47.0,1.4,5.0,3262.0,2629.1,332
7MBLAvE5UxA,complete,8,363.8,100.0,5.8,48.0,3203.0,2566.0,316
7Nm0kxvpYUw,complete,8,356.7,100.0,3.2,13.0,2891.0,2657.6,335
7OFf4RR5aas,complete,8,393.0,100.0,5.4,36.0,3053.0,2504.3,346
7OMwCRAKHGM,complete,8,397.1,96.0,3.0,21.0,4004.0,2684.5,369
7OTdKmPXCZc,complete,8,345.7,100.0,3.1,13.0,2891.0,2603.9,326
7OVTkT-TCFY,complete,8,365.4,55.0,1.9,11.0,3262.0,2633.1,344
7RnbyZyNNDE,complete,7,117.8,100.0,5.9,41.0,2685.0,2436.6,112
7SE3n-Uwe9M,complete,8,355.7,100.0,3.1,17.0,3262.0,2617.9,334
7SqNdgRcaZs,complete,8,177.1,100.0,1.5,6.0,2891.0,2555.5,167
7Su5P6E_wfY,complete,8,452.7,100.0,5.9,43.0,3053.0,2525.5,417
7T82Z7BwYfM,complete,8,407.6,100.0,2.9,13.0,2891.0,2662.8,384
7Tt4wrV3HOw,complete,8,413.0,100.0,2.3,7.0,3262.0,2592.4,387
7U6R9FUpv6k,complete,8,306.2,75.0,0.6,0.0,2891.0,2537.6,289
7Ua8VUKgLG4,complete,8,220.6,57.0,0.7,2.0,3262.0,2604.7,207
7UalhVb6qK8,complete,8,363.4,99.0,2.4,8.0,3262.0,2579.6,339
7VIXApCTkpw,complete,8,240.4,100.0,1.0,4.0,3262.0,2591.2,226
7VkoPCVcs7w,complete,8,196.9,100.0,9.8,75.0,3312.0,2524.8,183
7W4fwVBpJm8,complete,10,117.1,100.0,5.4,31.0,3033.0,2508.2,164
7W7L7uOcQWE,complete,8,390.7,100.0,8.6,53.0,3326.0,2551.5,349
7WLBCX-ovd4,complete,8,263.3,56.0,1.5,6.0,3262.0,2634.0,248
7Wpk6rVc_RE,complete,8,416.8,100.0,2.0,4.0,2891.0,2573.8,391
7WyQ-Kh2bOE,complete,8,433.6,100.0,8.4,62.0,3292.0,2644.3,369
7XA5pHnxhBA,complete,8,392.2,100.0,2.8,11.0,2891.0,2561.1,370
7Xfs73fSaPI,complete,8,284.2,100.0,5.7,49.0,3246.0,2510.6,258
7XsFon6_Ld0,complete,8,256.7,61.0,0.8,2.0,3262.0,2649.5,239
7Y1DlA0TD-Y,complete,8,342.2,100.0,8.5,51.0,2685.0,2520.4,312
7ZJgSA3A_9s,complete,8,178.1,80.0,2.8,14.0,2685.0,2476.6,165
7aNW9hRKYA8,complete,8,399.6,100.0,1.9,8.0,3262.0,2625.5,377
7aReF5-u7ow,complete,8,369.3,100.0,1.6,4.0,2891.0,2574.9,347
7aazonFh0sY,complete,8,415.1,100.0,2.3,11.0,3633.0,2650.9,386
7afXSVvhVyc,complete,8,507.7,100.0,4.6,31.0,2944.0,2483.4,460
7bX3ot_4G4E,complete,8,254.8,11.0,0.3,2.0,3633.0,2592.4,237
7bZFYu41fsw,complete,8,395.1,100.0,2.6,12.0,3262.0,2596.8,369
7cBdzxgJpN8,complete,8,353.3,100.0,2.3,11.0,4004.0,2697.8,331
7dAJYPD7UGg,complete,8,462.8,100.0,4.8,35.0,3203.0,2511.6,420
7eYl-o3hEuI,complete,8,196.7,100.0,5.1,36.0,2685.0,2482.6,185
7e_vGSaFvH4,complete,8,877.5,100.0,6.9,58.0,4351.0,2349.8,646
7fjNo3jyNHY,complete,8,200.8,100.0,8.9,76.0,3216.0,2484.0,188
7gLVOGJpSpE,complete,8,456.9,99.0,2.0,4.0,3633.0,2585.7,428
7hX_7RmPmrQ,complete,8,512.4,100.0,2.0,11.0,3262.0,2645.3,478
7i1934Tpw8s,complete,8,438.5,99.0,2.4,12.0,3262.0,2642.7,412
7kqe82-p4RI,complete,8,306.9,100.0,6.8,44.0,2944.0,2542.2,279
7kwqa1a8ULw,complete,8,413.0,100.0,2.0,11.0,3262.0,2652.4,388
7lTsQDsLaY0,complete,8,231.7,4.0,0.0,0.0,2891.0,2535.0,218
7lTuPtYJdD0,complete,8,246.7,100.0,5.7,28.0,2944.0,2526.2,227
7lVU9qM8MmM,complete,8,232.9,100.0,5.6,44.0,2794.0,2520.4,210
7lqF3crkdsI,complete,8,231.7,100.0,5.7,27.0,3203.0,2621.0,199
7m7L0L8dxoo,complete,8,532.5,100.0,5.7,46.0,2944.0,2517.1,477
7mhRzG3QTGE,complete,8,498.7,100.0,2.7,11.0,2891.0,2631.7,469
7o9-3TlkNLI,complete,8,479.6,100.0,6.9,44.0,2944.0,2527.6,438
7oZSM2IiJH8,complete,8,191.8,55.0,1.3,4.0,3262.0,2601.6,181
7pHauQlhGuk,complete,8,452.0,100.0,2.6,9.0,3262.0,2653.9,422
7r7cHNxMqBY,complete,8,192.6,100.0,4.9,31.0,3203.0,2484.0,179
7rgr3MZAcqc,complete,8,201.9,100.0,6.0,36.0,2685.0,2506.0,187
7s040DJJ3fQ,complete,8,220.4,100.0,2.8,8.0,2891.0,2596.9,208
7sPJj-Fqbys,complete,8,388.6,100.0,3.2,11.0,3262.0,2600.8,361
7scPhT2OuMc,complete,8,186.4,69.0,0.8,2.0,3573.0,2602.2,176
7t9cPtA9St0,complete,8,294.8,100.0,6.1,49.0,2944.0,2501.6,378
7tJ8XAFVVFI,complete,8,177.3,100.0,4.2,14.0,2924.0,2497.4,165
7tLeBA3pKvw,complete,8,260.0,100.0,5.3,18.0,2944.0,2509.4,243
7uNSIHu9MqY,complete,8,379.6,100.0,8.7,53.0,3203.0,2554.2,340
7x4F_Y6cTXA,complete,8,242.8,100.0,4.9,33.0,3403.0,2501.5,225
7xQw4ocAAQA,complete,8,219.1,100.0,4.7,33.0,3203.0,2581.3,203
7xtv9W0X5TM,complete,8,523.3,100.0,1.5,2.0,2891.0,2547.9,489
7yLZPHJyLsc,complete,8,390.4,100.0,6.1,48.0,3203.0,2567.6,341
7yb0ZPLGr48,complete,8,195.9,100.0,9.2,69.0,2996.0,2492.2,183
7ydifaI4bEs,complete,8,190.5,88.0,7.5,49.0,2944.0,2487.0,176
7yxdECqMRsw,complete,8,369.3,100.0,2.9,11.0,4004.0,2692.4,342
7zxh49-bsIk,complete,8,366.7,99.0,2.0,8.0,3262.0,2626.6,344
80SuzSuA41Y,complete,7,675.5,100.0,5.0,30.0,2944.0,2515.1,604
81ET3q8vFV4,complete,8,280.2,100.0,5.3,32.0,3203.0,2506.5,258
83DJb1C8GNM,complete,9,124.3,100.0,3.5,20.0,2685.0,2455.4,236
84jTQgMhOIU,complete,8,282.7,100.0,4.6,16.0,2944.0,2528.2,260
84pFv_fV2cg,complete,8,206.4,88.0,5.5,27.0,2944.0,2540.2,189
86hfBMNB0kU,complete,8,173.4,100.0,4.5,10.0,3081.0,2492.1,163
8A-E8ErJiAI,complete,8,171.5,100.0,4.0,8.0,3053.0,2487.1,160
8B8A3gRJZb4,complete,8,339.6,100.0,8.2,52.0,2944.0,2512.3,310
8BH1EHZM0O8,complete,8,170.4,100.0,8.0,80.0,2778.0,2494.7,158
8ByXi5L4c3I,complete,8,199.1,100.0,8.3,49.0,2944.0,2550.5,184
8Cv0BwfCoBY,complete,7,443.7,100.0,5.7,48.0,3203.0,2503.8,443
8D9Ck4DL6qs,complete,8,437.2,100.0,5.9,46.0,3053.0,2526.7,403
8DLmFbU7EN8,complete,8,174.4,93.0,4.5,34.0,2944.0,2490.6,161
8DRH3xksrb0,complete,8,324.4,100.0,7.6,50.0,3312.0,2532.6,300
8D_15qOjON4,complete,8,444.0,100.0,8.5,68.0,3578.0,2470.2,394
8G2SgpH3Kg0,complete,8,419.8,100.0,4.4,29.0,2944.0,2508.9,383
8HXKAkWANrs,complete,8,228.5,100.0,8.6,63.0,2944.0,2514.6,211
8IJznyMAevE,complete,8,358.3,100.0,4.2,21.0,2685.0,2465.8,337
8ISb5KZd-d8,complete,8,414.7,100.0,5.7,40.0,3203.0,2538.2,378
8InnKe9Nbi8,complete,8,192.7,100.0,7.3,49.0,2944.0,2510.4,178
8JatfMMvPII,complete,8,260.2,100.0,6.8,46.0,2944.0,2500.4,241
8K1uGlxco9I,complete,8,213.7,100.0,5.7,41.0,3004.0,2517.9,198
8KN0hnxJUeg,complete,8,277.5,100.0,9.2,53.0,3203.0,2518.1,251
8Ksg7cmi6Qo,complete,8,235.6,93.0,5.4,36.0,3053.0,2549.2,220
8MFf2CKIfA0,complete,7,178.8,86.0,5.1,42.0,2944.0,2519.7,181
8NJM7PBAvRA,complete,8,205.8,96.0,3.9,16.0,2794.0,2509.2,188
8Nfi2IKsYG4,complete,4,180.9,100.0,3.9,16.0,2794.0,2492.7,286
8OMn4DaStqI,complete,8,229.5,100.0,7.3,49.0,2685.0,2490.1,214
8Q8wgd7eYAk,complete,8,418.5,100.0,8.6,62.0,3616.0,2653.5,366
8RAzrGuYZbw,complete,8,183.5,100.0,6.1,47.0,3053.0,2478.4,170
8To-Tr3jqHo,complete,8,570.7,100.0,5.6,41.0,3203.0,2543.9,497
8UQ9GYUTWlc,complete,7,219.6,100.0,6.6,56.0,2876.0,2450.7,244
8Ud5tfDeZ3g,complete,8,519.1,100.0,5.8,44.0,3203.0,2515.7,438
8Vr2gmIudPI,complete,8,301.9,100.0,7.2,47.0,2944.0,2545.1,270
8Y-wAX5S9As,complete,8,192.2,100.0,6.7,46.0,2944.0,2514.6,179
8YA9iPnSXyA,complete,8,378.5,100.0,7.1,49.0,2944.0,2523.8,343
8_TwJjk7gjY,complete,8,431.4,100.0,7.9,49.0,3203.0,2530.5,389
8bEJ3TRDNfE,complete,8,382.4,100.0,4.6,31.0,2944.0,2508.6,348
8bhYAvEsRqk,complete,8,425.2,100.0,8.2,62.0,3270.0,2641.2,374
8cEdndsuzSE,complete,8,303.2,100.0,7.3,49.0,2944.0,2487.5,283
8eFRk2PscRo,complete,8,875.9,100.0,6.8,56.0,4351.0,2358.2,646
8ezz_6-cXT0,complete,8,163.4,100.0,6.5,46.0,2685.0,2449.3,155
8fU17f-zQe4,complete,8,410.4,100.0,8.1,51.0,2685.0,2523.9,375
8gkEPDIf_mU,complete,8,222.1,100.0,5.4,16.0,3203.0,2577.2,202
8htDNIVsEzw,complete,7,335.1,100.0,4.2,20.0,3203.0,2526.9,304
8iJep87bvRI,complete,8,446.5,100.0,8.7,58.0,2944.0,2527.6,407
8ibobtF977E,complete,8,218.7,100.0,4.6,16.0,2944.0,2517.9,202
8ius6JNOB18,complete,8,233.2,100.0,6.4,38.0,2944.0,2545.5,212
8jiNCNbqqac,complete,8,194.5,100.0,7.3,52.0,2944.0,2450.8,182
8mhYReoYgiQ,complete,8,586.0,100.0,7.4,60.0,3578.0,2571.8,509
8n4S1-ctsZw,complete,8,297.9,100.0,8.1,46.0,2944.0,2504.7,274
8n8scyrJHlk,complete,8,169.3,100.0,5.7,22.0,3203.0,2528.2,156
8nnUSKd-kPU,complete,9,314.8,100.0,4.5,25.0,2794.0,2512.5,377
8odI2ADcyjU,complete,8,264.3,100.0,2.1,5.0,3053.0,2483.7,238
8odmyco7v-k,complete,8,385.8,100.0,7.0,46.0,3053.0,2533.9,346
8olxr4bTax0,complete,8,255.5,100.0,8.7,49.0,2685.0,2497.6,235
8ooLKgRZ4ic,complete,8,166.1,100.0,4.9,16.0,2944.0,2492.7,156
8rWtKKeBMm8,complete,6,498.2,100.0,2.4,8.0,3282.0,2438.0,460
8uG4xekV9II,complete,8,174.7,100.0,4.5,25.0,3053.0,2485.5,164
8uptsMfRH-A,complete,8,333.4,100.0,8.4,52.0,2944.0,2513.2,304
8wicpQBSUxM,complete,8,353.8,100.0,7.8,49.0,2944.0,2501.0,327
8xDDvCO13F8,complete,8,176.3,100.0,5.0,39.0,2910.0,2479.3,166
8xiuo-rcZb0,complete,8,175.9,100.0,8.9,69.0,2836.0,2488.7,167
90-G9F6PFsk,complete,8,329.6,100.0,5.5,39.0,3203.0,2577.2,288
90MlWY5i6vQ,complete,8,288.7,100.0,6.9,55.0,2944.0,2514.4,268
91y2rGThgeA,complete,8,230.7,100.0,5.1,33.0,2944.0,2501.1,216
92XmX19e0O8,complete,8,337.1,100.0,9.0,56.0,2944.0,2540.2,309
92qUflgsSVo,complete,8,176.6,87.0,2.4,8.0,2685.0,2459.7,168
93FL6Er9RKY,complete,8,249.2,100.0,10.0,64.0,2944.0,2509.0,230
95RJZnfWBuU,complete,8,369.8,100.0,8.5,56.0,3232.0,2625.4,315
97aWdhj59mY,complete,8,370.1,100.0,8.6,56.0,2944.0,2559.4,333
